sl_no,slide_no,latitude,longitude,source_record,year,state,event_date_raw,event_date,movement_type,district,elevation_m,slope_deg,aspect_deg,historical_landslide_count,unique_landslide_locations,aspect_sin,aspect_cos,nearest_road_km,nearest_settlement_km,road_exposure_score,settlement_exposure_score,exposure_score,priority_score,priority_level
8,ASM/HLKD/83D10/2016/58,24.478972,92.682861,8 ASM/HLKD/83D10/2016/58 Assam Hailakandi Terracherra Slide Terracherra area 24.478972 92.682861 Debris Slide 17 May 2016,2016.0,Assam,17 May 2016,2016-05-17,Debris Slide,Hailakandi,42.80226516723633,18.54847576591077,204.8449856479615,5.0,5.0,-0.4201646924608328,-0.9074478669374312,2.7702206691475464,3.1368130615350243,30,50,38.0,33.394182079736666,MONITOR
14,ASM/HLKD/83D10/2016/59,24.511306,92.693028,14 ASM/HLKD/83D10/2016/59 Assam Hailakandi Lalcherra Slide (Rabinala) Near Patakhouri Durga Mandir 24.511306 92.693028 Debris Slide 18 May 2016 Under Bilaipur Forest Village; Lala Police Station,2016.0,Assam,18 May 2016,2016-05-18,Debris Slide,Hailakandi,30.71957015991211,2.5421193633740624,183.94879856972125,5.0,5.0,-0.0688649893159784,-0.99762598865833,0.057018605960775744,3.0818389038149356,100,50,80.0,30.753962643655235,MONITOR
15,ASM/HLKD/83D10/2016/60,24.515944,92.540889,15 ASM/HLKD/83D10/2016/60 Assam Hailakandi Ramchandi (Koyabasti) Ramchandi area 24.515944 92.540889 Earth Slide 18 May 2016,2016.0,Assam,18 May 2016,2016-05-18,Earth Slide,Hailakandi,58.04208755493164,19.59469396345864,331.29613856392587,5.0,5.0,-0.48028261141944,0.877113797159823,0.03540089589223265,6.049395640494094,100,25,70.0,45.72758512708019,MONITOR
30,ASM/CCR/83H2/2016/66,24.645417,93.005361,30 ASM/CCR/83H2/2016/66 Assam Cachar Khasiapunji slide Khasiapunji village 24.645417 93.005361 Debris Slide 31 August 2016,2016.0,Assam,31 August 2016,2016-08-31,Debris Slide,Cachar,353.823486328125,35.302120856130934,220.4128747676997,69.0,68.0,-0.6482910077534078,-0.7613926511768229,0.7305228875305637,4.675332077786945,75,50,65.0,60.99396426080851,HIGH PRIORITY
31,ASM/KRGJ/83D06/2016/61,24.659389,92.497361,"31 ASM/KRGJ/83D06/2016/61 Assam Karimganj Rakhalbasti Rakhalbasti, near Sonaicherra 24.659389 92.497361 Earth Slide 18 May 2016 TG. Under Ram Krishna",2016.0,Assam,18 May 2016,2016-05-18,Earth Slide,Karimganj,25.39686584472656,4.570273436689535,252.1330610907272,6.0,6.0,-0.9517715978670545,-0.3068074730080645,0.02004530061292755,2.0498384635476268,100,50,80.0,32.95112955641366,MONITOR
32,ASM/HLK/83D10/2020/003,24.70364,92.64681,"32 ASM/HLK/83D10/2020/003 Assam Hailakandi Mohanpur Grant Slide 1 Mohanpur Grant, Hailakandi 24.70364 92.64681 Debris Slide 02nd June 2020 Circle.",2020.0,Assam,,,Debris Slide,Cachar,49.10917663574219,25.31427856722981,245.51758048326752,69.0,68.0,-0.910088471400512,-0.4144140130640849,0.24677018483390778,4.272230870500827,100,50,80.0,55.42380178116562,HIGH PRIORITY
33,AS/KRM/83D06/2014/01,24.70619,92.28997,33 AS/KRM/83D06/2014/01 Assam Karimganj Satkaragul NH-44 24.70619 92.28997 Earth Flow NA,2014.0,Assam,,,Earth Flow,Karimganj,35.950775146484375,17.112681379985613,125.20617504607604,6.0,6.0,0.8170827686626382,-0.5765203805197155,0.502483591783969,0.5320949808192387,75,90,81.0,46.88873816165108,MONITOR
34,ASM/HLK/83D10/2020/004,24.70656,92.65008,"34 ASM/HLK/83D10/2020/004 Assam Hailakandi Mohanpur Grant Slide 2 Mohanpur Grant, Hailakandi 24.70656 92.65008 Debris Slide 02 June 2020 Circle.",2020.0,Assam,02 June 2020,2020-06-02,Debris Slide,Cachar,55.52153778076172,10.217319178041162,129.26159294874066,69.0,68.0,0.77426460971935,-0.6328620024429834,0.5722310757997524,4.425079420344265,75,50,65.0,33.818762442877926,MONITOR
35,AS/KAR/83D06/2009-10/AS-2,24.710833,92.481167,35 AS/KAR/83D06/2009-10/AS-2 Assam Karimganj Rongpur slide Rongpur Village 24.710833 92.481167 Debris Slide 03 June 2010,2009.0,Assam,03 June 2010,2010-06-03,Debris Slide,Karimganj,38.39556503295898,16.782447493598657,277.9174144651888,6.0,6.0,-0.9904676426259788,0.137745594887591,0.20719587682179902,1.5538860146582656,100,75,90.0,49.680984784731876,MONITOR
36,ASM/CHR/83D14/2020/0002,24.72192,92.90381,"36 ASM/CHR/83D14/2020/0002 Assam Cachar Govindnagar Slide Govindnagar Pt. II, Sonai 24.72192 92.90381 Debris Slide 05 June 2020",2020.0,Assam,05 June 2020,2020-06-05,Debris Slide,Cachar,33.10757827758789,18.483449804269625,164.51762695631555,69.0,68.0,0.266941904045174,-0.9637126230701438,0.021691640832461414,2.0601476199527426,100,50,80.0,48.02373728795876,MONITOR
37,ASM/HLK/83D10/2020/005,24.73117,92.64739,"37 ASM/HLK/83D10/2020/005 Assam Hailakandi Mohanpur Grant Slide 3 Mohanpur Grant, Hailakandi 24.73117 92.64739 Debris Slide 02 June 2020 Circle.",2020.0,Assam,02 June 2020,2020-06-02,Debris Slide,Hailakandi,32.58182144165039,18.165674263769684,293.1052528493035,5.0,5.0,-0.9197855241794308,0.3924214437438019,0.16753794237654013,6.726811732275958,100,25,70.0,44.17948045241716,MONITOR
38,ASM/KGJ/83D05/2020/0008,24.78002778,92.45372222,"38 ASM/KGJ/83D05/2020/0008 Assam Karimganj Karimpur Slide 2 Karimpur, Nilam Bazar 24.78002778 92.45372222 Earth Slide 02 June 2020",2020.0,Assam,02 June 2020,2020-06-02,Earth Slide,Karimganj,33.78905487060547,15.050797289539425,161.20297430296137,6.0,6.0,0.3222165529271976,-0.9466659880970238,0.11296844933500245,3.40708608699178,100,50,80.0,44.30503039700105,MONITOR
39,ASM/KGJ/83D05/2020/007,24.78380556,92.45563889,"39 ASM/KGJ/83D05/2020/007 Assam Karimganj Karimpur Slide 1 Karimpur, Nilam Bazar 24.78380556 92.45563889 Earth Slide 02 June 2020",2020.0,Assam,02 June 2020,2020-06-02,Earth Slide,Karimganj,24.758865356445312,18.37880348070757,307.11301908386866,6.0,6.0,-0.7974468437708444,0.6033892038808105,0.04898675015630629,2.9571521387491617,100,50,80.0,47.9103704374332,MONITOR
40,ASM/HLK/83D09/2020/006,24.79489,92.55506,"40 ASM/HLK/83D09/2020/006 Assam Hailakandi Chandipur Grant Slide Bowarthar, Chandipur, Algapur 24.79489 92.55506 Debris Slide 02 June 2020 Circle.",2020.0,Assam,02 June 2020,2020-06-02,Debris Slide,Hailakandi,44.5435905456543,11.108148579056822,40.09170248239974,5.0,5.0,0.6440128478535309,0.765014674238073,0.23686754670144336,4.0996369330923175,100,50,80.0,40.03382762731156,MONITOR
41,AS/DIM/83C16/2018/27,24.795892,93.045425,41 AS/DIM/83C16/2018/27 Assam Cachar Lowajuri NH53 24.795892 93.045425 Debris Slide NA,2018.0,Assam,,,Debris Slide,Cachar,118.52095794677734,27.1640547568626,278.5440456996258,69.0,68.0,-0.9889019437629912,0.1485696658870104,0.003418175606993722,2.082048937587164,100,50,80.0,57.427725986601146,HIGH PRIORITY
42,AS/DIM/83C16/2018/28,24.813648,93.073009,42 AS/DIM/83C16/2018/28 Assam Cachar Lalpani NH53 24.813648 93.073009 Debris Slide NA,2018.0,Assam,,,Debris Slide,Cachar,45.10308456420898,25.27954803065554,312.9377441579836,69.0,68.0,-0.7320943083069534,0.6812032910552939,0.0026803859618925894,0.9526257623569354,100,90,96.0,60.98617703321017,HIGH PRIORITY
43,ASM/CHR/83H01/2020/001,24.92097,93.07306,"43 ASM/CHR/83H01/2020/001 Assam Cachar Kanakpur Slide Kanakpur Pt. III, Lakhipur, 24.92097 93.07306 Earth Slide 02 June 2020 Joypur",2020.0,Assam,02 June 2020,2020-06-02,Earth Slide,Cachar,51.12115859985352,23.69193974057221,65.87958806767813,69.0,68.0,0.9126886493666152,0.4086556365906917,0.15985982134972285,2.2243426713364878,100,50,80.0,53.66626805228656,HIGH PRIORITY
58,AS/CAC/83H01/2018/55,24.97228,93.03289,58 AS/CAC/83H01/2018/55 Assam Cachar Lailongchara 3 Lailongchara village 24.97228 93.03289 Debris Slide NA,2018.0,Assam,,,Debris Slide,Cachar,159.2158203125,8.953716762717757,144.0348217205841,69.0,68.0,0.587293460717439,-0.8093740735892977,0.009700429845208245,1.1755776110305758,100,75,90.0,41.19985982627757,MONITOR
60,AS/CAC/83H01/2018/53,24.97714,93.03344,60 AS/CAC/83H01/2018/53 Assam Cachar Lailongchara 1 NH53 24.97714 93.03344 Debris Slide NA,2018.0,Assam,,,Debris Slide,Cachar,169.02598571777344,19.60849147289859,327.05459089527574,69.0,68.0,-0.5438397102662598,0.8391891142868279,0.001131493279159115,1.0497415835229802,100,75,90.0,52.74253242897346,HIGH PRIORITY
68,AS/CAC/83H01/2018/43,24.99561,93.16261,68 AS/CAC/83H01/2018/43 Assam Cachar Bara Arkap_2 Raza Bazaar ΓÇôBara Arkap 24.99561 93.16261 Debris Slide NA Highway.,2018.0,Assam,,,Debris Slide,Cachar,204.72445678710932,24.08160894591526,89.77995105267945,69.0,68.0,0.999992624986896,0.0038405692048473,0.004393705074060627,2.337390391936037,100,50,80.0,54.0884096914082,HIGH PRIORITY
76,AS/DIM/83C16/2017/10,25.010379,92.75482,76 AS/DIM/83C16/2017/10 Assam Dima Hasao Miyunkro1 NH54 25.010379 92.75482 Debris Slide NA,2017.0,Assam,,,Debris Slide,Cachar,89.05510711669922,17.63374414826024,297.5463282746909,69.0,68.0,-0.8866371821305229,0.4624656822550685,0.05258730346917008,0.16011279474571993,100,100,100.0,54.103222827281925,HIGH PRIORITY
77,AS/DIM/83C16/2017/41,25.01856,92.77011,77 AS/DIM/83C16/2017/41 Assam Dima Hasao Durbintola4 NH54 25.01856 92.77011 Debris Slide NA,2017.0,Assam,,,Debris Slide,Cachar,73.92266845703125,17.342653699559783,300.283262763438,69.0,68.0,-0.8635428963179631,0.5042753872823693,0.00969866427321243,0.7474842518381841,100,90,96.0,52.387874841189756,HIGH PRIORITY
78,AS/DIM/83C16/2018/49,25.019029,92.770549,78 AS/DIM/83C16/2018/49 Assam Dima Hasao Durbintola5 NH53 25.019029 92.770549 Debris Slide NA,2018.0,Assam,,,Debris Slide,Cachar,85.2088623046875,33.18641494310513,269.5506073870803,69.0,68.0,-0.9999692408470542,-0.0078433003108422,0.0033170888663396573,0.6875631685512062,100,90,96.0,69.55194952169721,HIGH PRIORITY
81,AS/CAC/83C4/2016/73,25.029708,92.463967,81 AS/CAC/83C4/2016/73 Assam Cachar 0.21 km N of Malidhar NH44 25.029708 92.463967 Debris Slide 2015,2016.0,Assam,,,Debris Slide,Cachar,85.44941711425781,36.016366148243065,345.59535211477834,69.0,68.0,-0.2487684586846208,0.9685629839941634,0.016749661471480482,0.3882619083046272,100,100,100.0,74.01772999392999,HIGH PRIORITY
82,AS/CAC/83C4/2016/74,25.031431,92.463231,82 AS/CAC/83C4/2016/74 Assam Cachar 0.39 km N of Malidhar NH44 25.031431 92.463231 Debris Slide 2015,2016.0,Assam,,,Debris Slide,Cachar,89.12824249267578,38.283129400752905,249.6408337044942,69.0,68.0,-0.9375301726696028,-0.3479039743005316,0.022023399897595386,0.20675922036420258,100,100,100.0,76.47339018414898,IMMEDIATE ACTION
83,AS/CAC/83C4/2016/75,25.032119,92.462636,83 AS/CAC/83C4/2016/75 Assam Cachar 0.48 km N of Malidhar NH44 25.032119 92.462636 Debris Slide 2015,2016.0,Assam,,,Debris Slide,Cachar,69.0384292602539,38.24475065393513,249.9501369127767,69.0,68.0,-0.9393946133755402,-0.3428378047430291,0.022864360062034055,0.13562931426046745,100,100,100.0,76.43181320842973,IMMEDIATE ACTION
84,AS/CAC/83C4/2016/76,25.032989,92.462214,84 AS/CAC/83C4/2016/76 Assam Cachar 0.58 km NW of Malidhar NH44 25.032989 92.462214 Debris Slide 2015,2016.0,Assam,,,Debris Slide,Cachar,79.60272216796875,40.849264696589294,232.904511391492,69.0,68.0,-0.7976314221265662,-0.6031451852053131,0.017855969577668638,0.15991633442780168,100,100,100.0,79.25337008797173,IMMEDIATE ACTION
85,AS/DIM/83C16/2017/58,25.034948,92.778753,85 AS/DIM/83C16/2017/58 Assam Dima Hasao Durbintola5 NH54 25.034948 92.778753 Debris Slide NA,2017.0,Assam,,,Debris Slide,Cachar,86.61427307128906,37.35793291484916,284.9096678222179,69.0,68.0,-0.9663326781778924,0.2572958512793046,0.007709761207332156,0.6460583502093776,100,90,96.0,74.07109399108658,HIGH PRIORITY
86,AS/DIM/83C16/2017/40,25.0365,92.780417,86 AS/DIM/83C16/2017/40 Assam Dima Hasao Durbintola3 NH54 25.0365 92.780417 Debris Slide NA,2017.0,Assam,,,Debris Slide,Cachar,72.9079360961914,22.803385604302164,289.0378497547688,69.0,68.0,-0.9453032980566208,0.3261926956313945,0.020168800317257398,0.8797329804846915,100,90,96.0,58.303667737994004,HIGH PRIORITY
87,MEG/WJH/83C4/2016/45,25.037203,92.450339,87 MEG/WJH/83C4/2016/45 Assam Cachar 2 km E of Rathacherra NH44 (near to weight bridge) 25.037203 92.450339 Debris Slide 2015,2016.0,Assam,,,Debris Slide,Cachar,193.61280822753903,30.4539370775172,279.84177109115524,69.0,68.0,-0.9852835465641784,0.1709278586711788,0.02903001456998214,1.3979673248367992,100,75,90.0,64.49176516731029,HIGH PRIORITY
88,AS/DIM/83C16/2017/39,25.039722,92.781889,88 AS/DIM/83C16/2017/39 Assam Dima Hasao Durbintola2 NH54 25.039722 92.781889 Debris Slide NA,2017.0,Assam,,,Debris Slide,Cachar,78.53094482421875,27.44760011237617,344.7884663565137,69.0,68.0,-0.262383431199425,0.9649636962248976,0.00263579276711549,0.5672736257491202,100,90,96.0,63.334900121740844,HIGH PRIORITY
89,AS/DIM/83C16/2017/38,25.041083,92.783111,89 AS/DIM/83C16/2017/38 Assam Dima Hasao Durbintola1 NH54 25.041083 92.783111 Debris Slide NA,2017.0,Assam,,,Debris Slide,Cachar,83.389404296875,26.22198965362493,295.8481911677496,69.0,68.0,-0.8999523824799687,0.435988198542837,0.00747016431789176,0.4456100007608045,100,100,100.0,63.40715545809367,HIGH PRIORITY
90,AS/DIM/83C16/2017/37,25.046444,92.789667,90 AS/DIM/83C16/2017/37 Assam Dima Hasao Bandarkhal11 NH54 25.046444 92.789667 Debris Slide NA,2017.0,Assam,,,Debris Slide,Cachar,102.52374267578124,32.90246058553698,315.52705114150297,69.0,68.0,-0.7005724381989736,0.7135812909794829,0.016742765452721454,0.9705966460599995,100,90,96.0,69.2443323009984,HIGH PRIORITY
91,AS/DIM/83C16/2017/36,25.046778,92.790111,91 AS/DIM/83C16/2017/36 Assam Dima Hasao Bandarkhal10 NH54 25.046778 92.790111 Debris Slide NA,2017.0,Assam,,,Debris Slide,Cachar,100.3072280883789,38.08765423121662,316.16770392903925,69.0,68.0,-0.6925499004823156,0.7213699711950413,0.014103294137890842,1.0296201192561822,100,75,90.0,72.76162541715134,HIGH PRIORITY
92,AS/DIM/83C16/2017/25,25.047417,92.793389,92 AS/DIM/83C16/2017/25 Assam Dima Hasao Bandarkhal9 NH54 25.047417 92.793389 Debris Slide NA,2017.0,Assam,,,Debris Slide,Cachar,109.37310791015624,35.58383650546399,337.0817514646432,69.0,68.0,-0.3894173252105479,0.9210614240244036,0.01249168557004796,1.2099198554245911,100,75,90.0,70.04915621425266,HIGH PRIORITY
93,AS/DIM/83C16/2018/29,25.04783,92.78931,93 AS/DIM/83C16/2018/29 Assam Dima Hasao Bandarkhal railway slide. Between NFR Bridge No. 305 25.04783 92.78931 Debris Slide NA and Tunnel No. 19 (~2 km SW of Bandarkhal Railway Station).,2018.0,Assam,,,Debris Slide,Cachar,87.12126159667969,29.664113130829737,141.3343950335693,69.0,68.0,0.6247740461947161,-0.7808056039767407,0.1704354302842008,0.9939285048395192,100,90,96.0,65.73612255839888,HIGH PRIORITY
94,AS/DIM/83C16/2017/24,25.049417,92.796722,94 AS/DIM/83C16/2017/24 Assam Dima Hasao Bandarkhal8 NH54 25.049417 92.796722 Debris Slide NA,2017.0,Assam,,,Debris Slide,Cachar,105.40473175048828,33.812077547932006,1.331566759673365,69.0,68.0,0.023238132184334,0.99972995814499,0.003878109756551096,0.8256163501775814,100,90,96.0,70.22975067692633,HIGH PRIORITY
95,AS/DIM/83C16/2017/23,25.049444,92.79725,95 AS/DIM/83C16/2017/23 Assam Dima Hasao Bandarkhal7 NH54 25.049444 92.79725 Soil Slide NA,2017.0,Assam,,,Slide,Cachar,106.00038146972656,33.32405678619474,346.6185399668497,69.0,68.0,-0.2314331171778382,0.9728508170697854,0.0026955914919934766,0.8050568790462376,100,90,96.0,69.70106151837763,HIGH PRIORITY
96,AS/DIM/83C16/2017/22,25.049917,92.799667,96 AS/DIM/83C16/2017/22 Assam Dima Hasao Bandarkhal7 NH54 25.049917 92.799667 Rock cum debris Slide NA,2017.0,Assam,,,Debris Slide,Cachar,106.98492431640624,33.05669039946098,3.8566736583036345,69.0,68.0,0.0672608350944477,0.9977354258832336,0.0019144418258824902,0.7208271033119797,100,90,96.0,69.41141459941606,HIGH PRIORITY
97,AS/DIM/83C16/2017/21,25.054917,92.800333,97 AS/DIM/83C16/2017/21 Assam Dima Hasao Bandarkhal6 NH54 25.054917 92.800333 Soil Slide NA,2017.0,Assam,,,Slide,Cachar,111.39034271240234,41.09681245395552,268.5241024485447,69.0,68.0,-0.999668248305692,-0.0257564230713353,0.014399148452678727,0.16761342879562324,100,100,100.0,79.52154682511849,IMMEDIATE ACTION
98,AS/DIM/83C16/2017/20,25.056611,92.801722,98 AS/DIM/83C16/2017/20 Assam Dima Hasao Bandarkhal5 NH54 25.056611 92.801722 Debris Slide NA,2017.0,Assam,,,Debris Slide,Cachar,108.0029067993164,25.35049643995858,326.5482805615288,69.0,68.0,-0.5512341115790065,0.8343506182844856,0.02511162445204441,0.3042748042708615,100,100,100.0,62.46303780995513,HIGH PRIORITY
99,AS/DIM/83C16/2017/18,25.060088,92.807089,99 AS/DIM/83C16/2017/18 Assam Dima Hasao Bandarkhal3 NH54 25.060088 92.807089 Debris Slide NA,2017.0,Assam,,,Debris Slide,Cachar,163.2480926513672,37.28525114183787,344.97649579462274,69.0,68.0,-0.2592152709813881,0.9658195707739856,0.03569450031188743,1.023113621219135,100,75,90.0,71.89235540365769,HIGH PRIORITY
100,AS/DIM/83C16/2017/19,25.060944,92.80675,100 AS/DIM/83C16/2017/19 Assam Dima Hasao Bandarkhal4 NH54 25.060944 92.80675 Debris Slide NA,2017.0,Assam,,,Debris Slide,Cachar,128.33261108398438,30.751769738308965,211.5803548062688,69.0,68.0,-0.5236938407398454,-0.8519065448575621,0.0009215071707026364,0.9974043836774245,100,90,96.0,66.91441721650136,HIGH PRIORITY
101,AS/DIM/83C16/2017/15,25.061375,92.795906,101 AS/DIM/83C16/2017/15 Assam Dima Hasao Paschim Bandarkhla3 West of Paschim Bandarkhal 25.061375 92.795906 Debris Slide NA,2017.0,Assam,,,Debris Slide,Cachar,257.5140991210937,23.4768024228772,65.88065912740075,69.0,68.0,0.9126962884189084,0.4086385751570066,0.6893000058631901,0.3124407357851208,75,100,85.0,55.18320262478363,HIGH PRIORITY
102,AS/DIM/83C16/2017/17,25.061417,92.806833,102 AS/DIM/83C16/2017/17 Assam Dima Hasao Bandarkhal2 NH54 25.061417 92.806833 Debris Slide NA,2017.0,Assam,,,Debris Slide,Cachar,155.40415954589844,33.07917695276637,291.8052775421588,69.0,68.0,-0.9284516160699464,0.3714533572564726,0.0059212843534114075,1.0176810350271965,100,75,90.0,67.33577503216357,HIGH PRIORITY
103,AS/DIM/83C16/2017/13,25.061847,92.79345,103 AS/DIM/83C16/2017/13 Assam Dima Hasao Paschim Bandarkhla1 West of Paschim Bandarkhal 25.061847 92.79345 Debris Slide NA,2017.0,Assam,,,Debris Slide,Cachar,358.4683837890625,42.4879184880088,66.9709193302595,69.0,68.0,0.9203064179684216,0.3911982835419051,0.9456778580270725,0.5685830538914804,75,90,81.0,74.37857836200953,HIGH PRIORITY
104,AS/DIM/83C16/2017/14,25.063378,92.795536,104 AS/DIM/83C16/2017/14 Assam Dima Hasao Paschim Bandarkhla2 West of Paschim Bandarkhal 25.063378 92.795536 Debris Slide NA,2017.0,Assam,,,Debris Slide,Cachar,245.97586059570312,22.230554499957588,130.28084341115505,69.0,68.0,0.7628845383472637,-0.6465347486026428,0.863036815313847,0.5345847146662729,75,90,81.0,52.433100708287384,HIGH PRIORITY
105,AS/DIM/83C16/2017/12,25.063472,92.807796,105 AS/DIM/83C16/2017/12 Assam Dima Hasao Bandarkhal1 NH54 25.063472 92.807796 Debris Slide NA,2017.0,Assam,,,Debris Slide,Cachar,172.34469604492188,43.65401095833712,295.1823298837037,69.0,68.0,-0.9049583204951548,0.425500221112268,0.03198033061761092,1.1986111606526049,100,75,90.0,78.79184520486521,IMMEDIATE ACTION
107,AS/DIM/83C16/2017/16,25.072636,92.794514,107 AS/DIM/83C16/2017/16 Assam Dima Hasao Paschim Bandarkhla4 North of Paschim Bandarkhal 25.072636 92.794514 Soil Slide NA,2017.0,Assam,,,Slide,Cachar,462.6529541015625,39.60156187857005,101.10544861490472,69.0,68.0,0.9812743514343468,-0.1926152829271387,1.5049627274843873,1.456697608766843,55,75,63.0,64.95169203511756,HIGH PRIORITY
108,AS/DIM/83C16/2017/11,25.073228,92.814734,108 AS/DIM/83C16/2017/11 Assam Dima Hasao Kayang1 NH54 25.073228 92.814734 Debris Slide NA,2017.0,Assam,,,Debris Slide,Cachar,252.3075256347656,31.78199926004663,314.1535226391905,69.0,68.0,-0.7174759001798353,0.6965833278661893,0.038183969498643514,1.9214674462298138,100,75,90.0,65.93049919838386,HIGH PRIORITY
109,AS/DIM/83C16/2017/09,25.078935,92.95379,109 AS/DIM/83C16/2017/09 Assam Dima Hasao Duiheng2 Old HaflongSilchar road 25.078935 92.95379 Debris Slide NA,2017.0,Assam,,,Debris Slide,Dima Hasao,1090.72412109375,29.89621816933472,281.95483314476166,290.0,290.0,-0.978311195725144,0.2071405424315553,0.10720934729672539,1.8721961634471307,100,75,90.0,63.887569683445946,HIGH PRIORITY
110,AS/DIM/83C16/2017/08,25.088389,92.958944,110 AS/DIM/83C16/2017/08 Assam Dima Hasao Duiheng1 Old HaflongSilchar road 25.088389 92.958944 Debris Slide NA,2017.0,Assam,,,Debris Slide,Dima Hasao,964.34130859375,28.49424262661491,177.08409673788367,290.0,290.0,0.0508701469492943,-0.9987052759194562,0.017378110499942718,1.376767824768847,100,75,90.0,62.368762845499475,HIGH PRIORITY
114,AS/DIM/83C16/2017/06,25.10275,92.986944,114 AS/DIM/83C16/2017/06 Assam Dima Hasao Retzawl5 Old HaflongSilchar road 25.10275 92.986944 Debris Slide NA,2017.0,Assam,,,Debris Slide,Dima Hasao,606.1317749023438,30.48988022727337,327.524416463371,290.0,290.0,-0.5369401502645332,0.8436203382054634,0.002137973039050177,0.9054530754792234,100,90,96.0,66.63070357954615,HIGH PRIORITY
115,AS/DIM/83C16/2017/07,25.10292,92.986883,115 AS/DIM/83C16/2017/07 Assam Dima Hasao Retzawl6 Old HaflongSilchar road 25.10292 92.986883 Rock cum debris Slide NA,2017.0,Assam,,,Debris Slide,Dima Hasao,595.7454223632812,22.18971412468469,308.9964948237932,290.0,290.0,-0.7771844598516975,0.6292728465181262,0.01678906152989561,0.8941833971195037,100,90,96.0,57.63885696840841,HIGH PRIORITY
116,AS/DIM/83C16/2017/01,25.105414,92.972784,116 AS/DIM/83C16/2017/01 Assam Dima Hasao Retzawl1 NH54 25.105414 92.972784 Debris Slide NA,2017.0,Assam,,,Debris Slide,Dima Hasao,378.46533203125,23.74720911597599,328.7702854994393,290.0,290.0,-0.5184705451686138,0.8550954881137898,0.014811590697788346,0.7666673323431564,100,90,96.0,59.32614320897399,HIGH PRIORITY
118,AS/DIM/83C16/2017/02,25.106956,92.991363,118 AS/DIM/83C16/2017/02 Assam Dima Hasao Retzawl2 Old HaflongSilchar road 25.106956 92.991363 Debris Slide NA,2017.0,Assam,,,Debris Slide,Dima Hasao,584.6864013671875,34.78202425852009,44.85394387717525,290.0,290.0,0.7053019571838213,0.7089070102578131,0.00615535392775872,0.19642536922700501,100,100,100.0,72.68052628006342,HIGH PRIORITY
120,AS/DIM/83C16/2017/31,25.107546,92.885543,120 AS/DIM/83C16/2017/31 Assam Dima Hasao Bara Mulkai sinking zone. NH54 25.107546 92.885543 Debris Slide NA,2017.0,Assam,,,Debris Slide,Dima Hasao,266.34735107421875,9.521614399508842,54.22105227655021,290.0,290.0,0.8112786961351233,0.5846596250788098,0.009118007222076414,0.39381627255220486,100,100,100.0,45.31508226613458,MONITOR
122,AS/DIM/83C16/2017/03,25.108759,92.978048,122 AS/DIM/83C16/2017/03 Assam Dima Hasao Retzawl3 NH54 25.108759 92.978048 Debris Slide NA,2017.0,Assam,,,Debris Slide,Dima Hasao,434.4510498046875,25.79881939177736,15.244079945352098,290.0,290.0,0.2629315269388355,0.9648144962331424,0.009638777629467472,0.22179467357782626,100,100,100.0,62.94872100775881,HIGH PRIORITY
123,AS/DIM/83C16/2017/04,25.108806,92.975139,123 AS/DIM/83C16/2017/04 Assam Dima Hasao Retzawl4 West of Retzawl 25.108806 92.975139 Debris Slide NA,2017.0,Assam,,,Debris Slide,Dima Hasao,364.1625061035156,21.370762537772137,358.2992846670378,290.0,290.0,-0.0296787235031277,0.999559489660933,0.09919920448751703,0.4979586238079954,100,100,100.0,58.151659415919816,HIGH PRIORITY
124,AS/DIM/83C16/2017/34,25.108877,92.929125,124 AS/DIM/83C16/2017/34 Assam Dima Hasao Chhota Kapurchhara1 slide. NH54 25.108877 92.929125 Soil Slide NA,2017.0,Assam,,,Slide,Dima Hasao,253.76133728027344,21.03127336207336,347.2713935231507,290.0,290.0,-0.2203332390950352,0.9754246581617106,0.018724714584301128,0.9703655280388663,100,90,96.0,56.38387947557947,HIGH PRIORITY
125,AS/DIM/83C16/2017/33,25.11219,92.86881,125 AS/DIM/83C16/2017/33 Assam Dima Hasao New Harangajao railway station slide. NH54 25.11219 92.86881 Debris Slide NA,2017.0,Assam,,,Debris Slide,Dima Hasao,229.868392944336,19.309860152627312,300.0922698613223,290.0,290.0,-0.8652190747045282,0.5013940095049403,0.04234885182655209,1.038043752275233,100,75,90.0,52.41901516534625,HIGH PRIORITY
126,AS/DIM/83C16/2018/30,25.11286,92.87756,126 AS/DIM/83C16/2018/30 Assam Dima Hasao Jatinga Lampur railway slide. Between Jatinga Lampur 25.11286 92.87756 Soil Slide NA Railway Station and Harangajao Railway Station.,2018.0,Assam,,,Slide,Dima Hasao,212.8635406494141,17.231947195627292,10.74020746964959,290.0,290.0,0.186356120824382,0.9824822625530134,0.14366204964706672,0.3084924301508508,100,100,100.0,53.6679427952629,HIGH PRIORITY
127,AS/DIM/83C16/2017/32,25.11297,92.95433,127 AS/DIM/83C16/2017/32 Assam Dima Hasao Jatinga Lampur sinking zone. NH54 25.11297 92.95433 Soil Slide NA,2017.0,Assam,,,Slide,Dima Hasao,344.3580017089844,19.13410546101412,308.3974340547561,290.0,290.0,-0.7837212741419646,0.6211126825764353,0.014437510535261655,0.9529111208498268,100,90,96.0,54.32861424943196,HIGH PRIORITY
